classnumber,termnumber,termname,termstatus,termcategory,termsource,effectivedate,refst13applicationnumber
35,0,business management of literary agencies,public,goods,CIPO_manual,-,300000171642600
35,0,advertising the wares and services of others for the literary industry,public,goods,CIPO_manual,-,300000171642600
35,0,management of performance artists,public,goods,CIPO_manual,-,300000171642600
28,0,decorations for christmas trees,public,goods,CIPO_manual,-,300000171642600
28,0,"toys namely dolls, action figures and accessories therefor",public,goods,CIPO_manual,-,300000171642600
28,0,"arcade video game machines other than those adapted for use with an external display, screen and monitor",public,goods,CIPO_manual,-,300000171642600
28,0,standalone video output game machines,public,goods,CIPO_manual,-,300000171642600
28,0,pinball game machines,public,goods,CIPO_manual,-,300000171642600
28,0,coin and counter operated arcade games,public,goods,CIPO_manual,-,300000171642600
28,0,vehicle toys,public,goods,CIPO_manual,-,300000171642600
28,0,developmental toys play sets for dolls,public,goods,CIPO_manual,-,300000171642600
28,0,stuffed plush dolls,public,goods,CIPO_manual,-,300000171642600
28,0,collectable range of dolls,public,goods,CIPO_manual,-,300000171642600
28,0,collectable range of stuffed plush toys,public,goods,CIPO_manual,-,300000171642600
28,0,toy zip guns,public,goods,CIPO_manual,-,300000171642600
28,0,toy bake ware and toy cookware,public,goods,CIPO_manual,-,300000171642600
28,0,clothing for toy action figures and dolls,public,goods,CIPO_manual,-,300000171642600
28,0,hand held electronic games,public,goods,CIPO_manual,-,300000171642600
28,0,"plastic toys, namely plastic character toys",public,goods,CIPO_manual,-,300000171642600
28,0,christmas crackers,public,goods,CIPO_manual,-,300000171642600
28,0,christmas ornaments,public,goods,CIPO_manual,-,300000171642600
28,0,christmas tree ornaments,public,goods,CIPO_manual,-,300000171642600
28,0,paper hats,public,goods,CIPO_manual,-,300000171642600
28,0,masquerade and halloween masks,public,goods,CIPO_manual,-,300000171642600
28,0,"game equipment sold as a unit for playing a board game, a card game, a parlour game, a parlour-type computer game",public,goods,CIPO_manual,-,300000171642600
28,0,trading cards game cards,public,goods,CIPO_manual,-,300000171642600
28,0,digital darts,public,goods,CIPO_manual,-,300000171642600
28,0,automatic slot machines,public,goods,CIPO_manual,-,300000171642600
28,0,coin slot machines,public,goods,CIPO_manual,-,300000171642600
28,0,"wheeled toy scooters, bicycles and tricycles for play kites ice skates",public,goods,CIPO_manual,-,300000171642600
28,0,"playground balls, soccer balls, baseballs, basketballs",public,goods,CIPO_manual,-,300000171642600
28,0,play balloons baseball gloves,public,goods,CIPO_manual,-,300000171642600
28,0,"knee pads, elbow pads",public,goods,CIPO_manual,-,300000171642600
3,0,"perfumery, essential oils for personal use",public,goods,CIPO_manual,-,300000171642600
3,0,"cosmetics, hair lotions",public,goods,CIPO_manual,-,300000171642600
3,0,"liquid bath soap, gel soap, bar soap",public,goods,CIPO_manual,-,300000171642600
3,0,sun tanning preparations,public,goods,CIPO_manual,-,300000171642600
3,0,"sunscreen preparations, namely cream and lotion",public,goods,CIPO_manual,-,300000171642600
3,0,pre-shave and after-shave cream and lotions,public,goods,CIPO_manual,-,300000171642600
3,0,body cream and lotion,public,goods,CIPO_manual,-,300000171642600
3,0,hand cream and lotion,public,goods,CIPO_manual,-,300000171642600
3,0,skin cleanser and non-medicated body soaks,public,goods,CIPO_manual,-,300000171642600
3,0,"body deodorant, cologne and perfume",public,goods,CIPO_manual,-,300000171642600
3,0,bath powder and perfumed body powder,public,goods,CIPO_manual,-,300000171642600
3,0,"bath oil, bath gel and non-medicated bath salts",public,goods,CIPO_manual,-,300000171642600
3,0,"baby oil, baby powder, baby gel and baby lotion",public,goods,CIPO_manual,-,300000171642600
3,0,cosmetics all for sale as part of a kit,public,goods,CIPO_manual,-,300000171642600
3,0,"lipstick, lip gloss, non-medicated lip balm",public,goods,CIPO_manual,-,300000171642600
3,0,"face powder, face cream",public,goods,CIPO_manual,-,300000171642600
3,0,nail care and manicure kits,public,goods,CIPO_manual,-,300000171642600
3,0,massage oils and lotions all for sale as part of a kit,public,goods,CIPO_manual,-,300000171642600
16,0,"paper, cardboard",public,goods,CIPO_manual,-,300000171642600
16,0,"printed matter namely, books featuring characters from animated, action, adventure, comedy and drama features, comics, graphic novels, children's stories, magazines featuring characters from animated, action adventure, comedy and drama features, colouring books, children's books",public,goods,CIPO_manual,-,300000171642600
16,0,booklets sold together with audio tapes,public,goods,CIPO_manual,-,300000171642600
16,0,"writing paper, envelopes, notebooks, diaries, note cards",public,goods,CIPO_manual,-,300000171642600
16,0,"greeting cards, trading cards",public,goods,CIPO_manual,-,300000171642600
16,0,"pens, pencils, cases therefor, erasers, crayons, coloured pencils, painting sets, chalk and chalkboards",public,goods,CIPO_manual,-,300000171642600
16,0,"decals, heat transfers",public,goods,CIPO_manual,-,300000171642600
16,0,"book covers, book marks, calendars, gift wrapping paper",public,goods,CIPO_manual,-,300000171642600
16,0,"paper napkins, paper doilies, paper place mats, crepe paper, invitations, paper table cloths, paper cake decorations",public,goods,CIPO_manual,-,300000171642600
16,0,printed transfers for embroidery and fabric appliqués,public,goods,CIPO_manual,-,300000171642600
16,0,"printed patterns for costumes, pyjamas, sweatshirts and t-shirts",public,goods,CIPO_manual,-,300000171642600
16,0,"gift bags, gift boxes",public,goods,CIPO_manual,-,300000171642600
16,0,"paper, cardboard",public,goods,CIPO_manual,-,300000171642600
16,0,"greetings cards, address books, scratch paper",public,goods,CIPO_manual,-,300000171642600
16,0,personal organisers,public,goods,CIPO_manual,-,300000171642600
16,0,gift tags,public,goods,CIPO_manual,-,300000171642600
16,0,magazines [publication],public,goods,CIPO_manual,-,300000171642600
16,0,"printed publications featuring comedy, drama, action, adventure, and animation",public,goods,CIPO_manual,-,300000171642600
16,0,"book covers, maps",public,goods,CIPO_manual,-,300000171642600
16,0,"printed tour guides, printed brochures",public,goods,CIPO_manual,-,300000171642600
16,0,collectable trading cards and stickers,public,goods,CIPO_manual,-,300000171642600
16,0,computer game strategy guides,public,goods,CIPO_manual,-,300000171642600
16,0,ink stands,public,goods,CIPO_manual,-,300000171642600
16,0,sealing wafers,public,goods,CIPO_manual,-,300000171642600
16,0,stands for pencils and pens,public,goods,CIPO_manual,-,300000171642600
21,0,pans,public,goods,CIPO_manual,-,300000171642600
21,0,kettles,public,goods,CIPO_manual,-,300000171642600
21,0,non-electric coffee pots not of precious metal,public,goods,CIPO_manual,-,300000171642600
21,0,plates not of precious metal,public,goods,CIPO_manual,-,300000171642600
21,0,ice pails buckets,public,goods,CIPO_manual,-,300000171642600
21,0,"shower caddies, not of precious metal",public,goods,CIPO_manual,-,300000171642600
21,0,"tea caddies, not of precious metal",public,goods,CIPO_manual,-,300000171642600
21,0,non-metal decorative boxes,public,goods,CIPO_manual,-,300000171642600
21,0,brushes for clothes,public,goods,CIPO_manual,-,300000171642600
21,0,demitasse sets consisting of cups and saucers,public,goods,CIPO_manual,-,300000171642600
21,0,corn cob holders,public,goods,CIPO_manual,-,300000171642600
21,0,infant cups,public,goods,CIPO_manual,-,300000171642600
21,0,towel holders,public,goods,CIPO_manual,-,300000171642600
21,0,non-metal piggy banks,public,goods,CIPO_manual,-,300000171642600
21,0,window dusters,public,goods,CIPO_manual,-,300000171642600
21,0,wash basins,public,goods,CIPO_manual,-,300000171642600
21,0,incense pots,public,goods,CIPO_manual,-,300000171642600
21,0,serving trays not of precious metal,public,goods,CIPO_manual,-,300000171642600
21,0,"serving utensils, namely, pie servers, cake turners, spatulas, scrapers and cake servers",public,goods,CIPO_manual,-,300000171642600
21,0,vases not of precious metal,public,goods,CIPO_manual,-,300000171642600
21,0,toilet cases,public,goods,CIPO_manual,-,300000171642600
21,0,candlestick holders not of precious metal,public,goods,CIPO_manual,-,300000171642600
21,0,"statues and figurines made of china, ceramic, earthenware, glass and porcelain",public,goods,CIPO_manual,-,300000171642600
39,0,car parking,public,services,CIPO_manual,-,300000171642600
39,0,courier services delivery of goods by mail order,public,services,CIPO_manual,-,300000171642600
39,0,electricity distribution,public,services,CIPO_manual,-,300000171642600
39,0,guarded transport of valuables,public,services,CIPO_manual,-,300000171642600
39,0,truck rental,public,services,CIPO_manual,-,300000171642600
9,0,"cash registers, and computers",public,goods,CIPO_manual,-,300000171642600
9,0,"motion picture films featuring comedy, drama, action, adventure and animation, and motion picture films for broadcast on television featuring comedy, drama, action, adventure and animation",public,goods,CIPO_manual,-,300000171642600
9,0,"pre-recorded vinyl records, audio tapes, audio video tapes, audio video cassettes, audio video discs, and digital versatile discs featuring music, comedy, drama, action, adventure, and animation",public,goods,CIPO_manual,-,300000171642600
9,0,parts and for mobile telephones,public,goods,CIPO_manual,-,300000171642600
9,0,mobile telephone covers,public,goods,CIPO_manual,-,300000171642600
9,0,mobile telephone cases made of leather and imitation of leather,public,goods,CIPO_manual,-,300000171642600
42,0,"web hosting, website development for others",public,services,CIPO_manual,-,300000181097100
42,0,"installation, maintenance and repair of computer software for predictive analysis",public,services,CIPO_manual,-,300000181097100
42,0,"installation, maintenance and repair of internet access software",public,services,CIPO_manual,-,300000181097100
42,0,"software as a service (saas) services featuring software for communicating via computer communication networks, namely managing data across the imaging workflow in the field of healthcare",public,services,CIPO_manual,-,300000181097100
36,0,"leasing services, namely building leasing, land leasing, leasing of office space, leasing of construction equipment, leasing of heavy equipment",public,services,CIPO_manual,-,300000181097100
9,0,"scientific apparatus and instruments, namely computers, portable computers, tablet computers, tablet monitors, laptop computers, notebook computers, portable telephones, digital telephones, mobile phones, smart phones, internet phones, automatic answering machines, automatic telephone dialers, blueprinting machines, computer printers, image scanners, electronic book readers, computer mice, computer mouse pads, computer monitors, computer power supplies, computer screens, computer central processing units, computer speakers, computer stands, computer terminals, identification smart cards, keyboards for mobile phones, microphones for telecommunication apparatus, mobile phone chargers, audio speakers, mobile telephone batteries, telephone answering machines, earphones, telephone headsets, headphones, tape and videotape players, cd players, dvd players, dvd recorders",public,goods,CIPO_manual,-,300000181097100
9,0,"apparatus for recording, transmission or reproduction of sound, images or data, namely blank magnetic discs, magnetic encoded card readers, magnetic tape recorders, pre-recorded audio cassettes, pre-recorded audiotapes, pre-recorded video cassettes, pre-recorded videotapes, blank compact discs, blank audio digital discs, blank hard discs, blank laser discs, blank magnetic discs, blank optical discs, blank digital versatile discs, blank digital videodiscs, high definition digital discs, blank audio digital discs, blank digital audiotapes, digital disc drives, pre-recorded cds, dvds, laser discs, and optical discs containing educational information in the fields of sciences, social sciences, law, languages, math and history, compact disc players, record players for digital compact disks, video disc players, digital versatile disc player, digital audiotape players",public,goods,CIPO_manual,-,300000181097100
9,0,"data processing apparatus, namely computers",public,goods,CIPO_manual,-,300000181097100
9,0,"user interfaces, namely augmented reality displays and interfaces for electronic devices, computer interface boards, computer interface cards",public,goods,CIPO_manual,-,300000181097100
9,0,"unified user interface systems, namely computer hardware and software for enabling users to communicate with computer network interface devices",public,goods,CIPO_manual,-,300000181097100
9,0,"software applications and management systems and tools, namely, computer software for enabling software applications and software tools to manage and control computer systems",public,goods,CIPO_manual,-,300000181097100
9,0,"user authentication apparatus and instruments, namely, computer hardware and software for enabling the identification of the users of the devices",public,goods,CIPO_manual,-,300000181097100
9,0,all-in-one configurations systems and software for configuring computer servers and peripheral network devices,public,goods,CIPO_manual,-,300000181097100
9,0,"all-in-one technological apparatus and instruments, namely, computer hardware and software for providing multiple functions from a device such as photocopying, printing and scanning",public,goods,CIPO_manual,-,300000181097100
9,0,"computer software featuring collaboration tools enabling technological software operations and applications, namely, email, calendaring, and video conferencing and, cloud applications",public,goods,CIPO_manual,-,300000181097100
9,0,"computer software, namely computer software for use in cloud computing for the general storage of data and storage virtualization, augmented reality software for use in mobile devices for integrating electronic data with real world environments for the purpose of visualizing changes in the appearance of faces, body features, clothing and accessories",public,goods,CIPO_manual,-,300000181097100
9,0,"computer software, namely software development tools for the creation of augmented reality applications",public,goods,CIPO_manual,-,300000181097100
9,0,"storage and document share software and systems, namely electronic data storage and document share software and systems, namely, computer hardware and software for providing electronic data storage capabilities and document sharing",public,goods,CIPO_manual,-,300000181097100
9,0,"technological administration interface, namely computer software for enabling software applications and software tools to manage and control computer systems",public,goods,CIPO_manual,-,300000181097100
9,0,"downloadable applications for mobile phones and handheld computers to enable integrating electronic data with real world environments for the purpose of visualizing changes in the appearance of faces, body features, clothing and accessories",public,goods,CIPO_manual,-,300000181097100
9,0,3d printers,public,goods,CIPO_manual,-,300000181097100
9,0,"computer dashboards, namely visual analytic computer software used to create visual summaries and interactive digital dashboards which display and report summaries of text, images, audio, and videos that are present in social media networks, websites and global computer networks and associated analysis, extracts, annotations, corrections, converted files and translation",public,goods,CIPO_manual,-,300000181097100
9,0,computer toolkits for controlling and managing the functionality of a computer controlled system,public,goods,CIPO_manual,-,300000181097100
9,0,"audio/video cable connectors, cable connectors, connecting electrical cables, connections for electric lines, connectors for electronic circuits, electric wires and connection fittings therefor, plug-in connectors, electronic connectors for circuit boards",public,goods,CIPO_manual,-,300000181097100
9,0,computer software for providing a single user access to global computer networks and the internet,public,goods,CIPO_manual,-,300000181097100
9,0,"multifunctional products (mfp), namely multifunctional printer, photocopiers, multifunctional copying machines, namely equipment for use in photocopying, digital imaging and producing facsimiles",public,goods,CIPO_manual,-,300000181097100
9,0,"deep search computer engines, namely computer search engines that enable users to search the content of computer networks that is not indexed by conventional search engines",public,goods,CIPO_manual,-,300000181097100
9,0,"sensors, namely motion sensors",public,goods,CIPO_manual,-,300000181097100
9,0,medical data storage equipment for use in healthcare namely hardware,public,goods,CIPO_manual,-,300000181097100
9,0,"computer software for use with cognitive computing technologies and systems which enable machine learning, natural language processing, learning algorithms, semantic ontologies, pattern recognition and knowledge modelling technologies",public,goods,CIPO_manual,-,300000181097100
9,0,"smart room booking (srb) software, namely computer software that enables users to find an empty meeting room",public,goods,CIPO_manual,-,300000181097100
9,0,"flat panel displays for photocopiers, scanners, printers, computers",public,goods,CIPO_manual,-,300000181097100
9,0,programmable electronic data acquisition and control apparatus for environmental monitoring,public,goods,CIPO_manual,-,300000181097100
9,0,"monitoring instruments, namely cameras, metal detectors, motion detectors, radar detectors, smoke detectors",public,goods,CIPO_manual,-,300000181097100
9,0,computer hardware and software for computer network monitoring,public,goods,CIPO_manual,-,300000181097100
9,0,"screening devices, namely x-ray apparatus, optical and biometric scanners all for medical purposes, airport security cameras, airline security x-ray apparatus",public,goods,CIPO_manual,-,300000181097100
9,0,"video equipment, namely video cameras, car video recorders, video monitors, video projectors",public,goods,CIPO_manual,-,300000181097100
9,0,non-downloadable computer software for printer colour management,public,goods,CIPO_manual,-,300000181097100
9,0,laser printers and laser scanners for testing fiber optic cable,public,goods,CIPO_manual,-,300000181097100
9,0,"amplifiers, namely optical amplifiers, audio amplifiers, power amplifiers, signal amplifiers, stereo amplifiers, sound amplifiers",public,goods,CIPO_manual,-,300000181097100
9,0,"computer network switches, ethernet switches",public,goods,CIPO_manual,-,300000181097100
9,0,"cartridges for printers, plotters, copiers, facsimile machines, toner cartridges, firmware for controlling printer ink and data integrity in a printer, font cartridges, paper trays, print heads, data cables, cable connectors",public,goods,CIPO_manual,-,300000181097100
9,0,internet servers disk backup hardware,public,goods,CIPO_manual,-,300000181097100
9,0,"memory boards, digital camera memory card",public,goods,CIPO_manual,-,300000181097100
9,0,"semiconductors, printed circuit boards, integrated circuits",public,goods,CIPO_manual,-,300000181097100
9,0,"artificial intelligence software for use in the field of healthcare, namely, delivering detailed information on productivity, user performance and system health",public,goods,CIPO_manual,-,300000181097100
9,0,project management software,public,goods,CIPO_manual,-,300000181097100
9,0,software development tools for the creation of mobile internet applications and client interfaces,public,goods,CIPO_manual,-,300000181097100
9,0,"network access server operating software, computer software for controlling and managing access server applications",public,goods,CIPO_manual,-,300000181097100
9,0,"downloadable computer software for processing, organizing and viewing digital images",public,goods,CIPO_manual,-,300000181097100
9,0,"computer software for creating, sending and receiving e-mail, computer software for image processing, computer software for processing digital images, computer software for organizing and viewing digital images and photographs, computer software that allows transmission of graphics to mobile telephones",public,goods,CIPO_manual,-,300000181097100
9,0,downloadable computer software for database management,public,goods,CIPO_manual,-,300000181097100
9,0,downloadable software for mobile phones and mobile devices for detecting a user's location and displaying relevant local information of general interest,public,goods,CIPO_manual,-,300000181097100
9,0,downloadable software for mobile phones and mobile devices that allows the user to search the phone or device's content for information and applications,public,goods,CIPO_manual,-,300000181097100
9,0,downloadable software for mobile phones and mobile devices that allows the user to search the internet for information of general interest,public,goods,CIPO_manual,-,300000181097100
9,0,"battery chargers, namely battery chargers for use with telephones, usb chargers",public,goods,CIPO_manual,-,300000181097100
9,0,"software for medical imaging, software for dosimetry purposes in the field of radiotherapy, virtual reality software for doctors to perform test surgery",public,goods,CIPO_manual,-,300000181097100
9,0,"smart printers, smart terminals, smart watches, smart glasses, intelligent copiers",public,goods,CIPO_manual,-,300000181097100
9,0,"cinematographic projectors, movie projectors, planetarium projectors, projectors for the entertainment industry, self-acting focusing projectors, slide projectors, video projectors",public,goods,CIPO_manual,-,300000181097100
9,0,email notification alerts of changes in medical conditions that affect the health and well-being of a person namely the temperature rise and blood pressure,public,goods,CIPO_manual,-,300000181097100
9,0,"global positioning system (gps) transmitters, global positioning system (gps) receivers, global positioning system (gps) transmitters",public,goods,CIPO_manual,-,300000181097100
38,0,"telecommunication services, namely electronic mail services through wired and wireless access, paging services, wireless digital messaging services",public,services,CIPO_manual,-,300000181097100
38,0,"facsimile transmission, transmission of voice and text messages by telephone",public,services,CIPO_manual,-,300000181097100
38,0,"video streaming services, namely streaming of video within the fields of virtual reality, 3d imaging, photography and augmented reality via a global computer network",public,services,CIPO_manual,-,300000181097100
38,0,"cloud based video streaming services featuring videos, namely virtual reality videos and augmented reality videos",public,services,CIPO_manual,-,300000181097100
38,0,communication by means of cellular phones,public,services,CIPO_manual,-,300000181097100
38,0,streaming of virtual reality images and videos via the internet and video on demand transmission services,public,services,CIPO_manual,-,300000181097100
38,0,rental of memory cards for video cameras via a global computer network,public,services,CIPO_manual,-,300000181097100
38,0,"computer-aided transmission of voice and text messages by mobile phones, smart phones",public,services,CIPO_manual,-,300000181097100
38,0,rental of telephones and facsimile machines,public,services,CIPO_manual,-,300000181097100
38,0,"streaming of audio and video via the internet featuring music, movies, news, and sports",public,services,CIPO_manual,-,300000181097100
38,0,providing an online bulletin board in the field of computer technology and software development,public,services,CIPO_manual,-,300000181097100
38,0,"internet telephony services, transmission of voice and text messages via wireless broadband networks",public,services,CIPO_manual,-,300000181097100
38,0,secure e-mail services and wireless digital messaging services,public,services,CIPO_manual,-,300000181097100
38,0,"providing virtual private network services, namely, private and secure electronic communications over a private or public computer network",public,services,CIPO_manual,-,300000181097100
38,0,"providing online chat rooms, bulletin boards and forums for transmission of messages among users in the fields of computer technology and programming",public,services,CIPO_manual,-,300000181097100
38,0,"streaming of audio and video via the internet featuring music, movies, news, and sports",public,services,CIPO_manual,-,300000181097100
38,0,voice over internet protocol (voip) services,public,services,CIPO_manual,-,300000181097100
38,0,"file sharing services, namely, providing a website featuring computer technology enabling users to upload and download electronic files",public,services,CIPO_manual,-,300000181097100
38,0,"electronic mail, videoconferencing services, and transmission of electronic calendar between mobile phones, smart phones, portable computers",public,services,CIPO_manual,-,300000181097100
9,0,"computer programming language software, namely: computer software for providing developers tools in creating program code for use in areas of system programming and software, computer software for expressing algorithms to describe actions that can be accomplished by computer programming language, computer software for structuring software based on separate modules and their organization in a hierarchical structure based on layered directed graphs to aid user comprehension of the software, computer software for providing various forms of specifying concurrency and parallelism, and various forms of exchanging data between concurrent tasks, namely, through shared variables and message passing, application programming and software, and database programming and software, computer software for providing direct access to hardware, for creating operating systems, control software for accessing and controlling hardware, computer software for expressing algorithms that support static and dynamic interfaces, for expressing algorithms that work with physical dimensions and units of measure, for defining and expressing computer and machine instructions, and for defining and expressing transactions and algorithms that work with databases",public,goods,CIPO_manual,-,300000181097400
42,0,"consulting services in the field of development, customization, and implementation of computer programming language software",public,services,CIPO_manual,-,300000181097400
10,0,"acupuncture instruments, aerosol dispensers for medical purposes, air cushions for medical purposes, air filters for medical ventilators, anesthetic delivery apparatus, apparatus for artificial respiration, apparatus for cardiac defibrillation, apparatus for taking blood samples, appliances for washing body cavities, arterial blood pressure measuring apparatus, artificial pacemakers, automatic vaccination apparatus, blood pressure measuring apparatus, blood transfusion apparatus, bone setting machines and instruments, catheters, clinical thermometers, colposcopes, defibrillators, dialyzers, drainage tubes for medical purposes, dental instruments, lasers for medical purposes, lasers for eye surgery, lasers for surgical use, castrating apparatus for veterinary purposes, cat scanners",public,goods,CIPO_manual,-,300000181097500
10,0,"computer printers, 3-d printers for healthcare and biomedical use",public,goods,CIPO_manual,-,300000181097500
10,0,"computer software for reading medical data, and for medical and veterinary imaging use",public,goods,CIPO_manual,-,300000181097500
10,0,"computer software for detecting biomedical conditions, namely high blood pressure, asthma",public,goods,CIPO_manual,-,300000181097500
10,0,"multifunctional printers for medical, dental and veterinary purposes",public,goods,CIPO_manual,-,300000181097500
10,0,"security cameras, temperature sensors, movement sensors which can be operated by means of digital gadgets such as remote control and mobile phone devices by means of apps software",public,goods,CIPO_manual,-,300000181097500
9,0,"scientific apparatus and instruments, namely computers, portable computers, tablet computers, tablet monitors, laptop computers, notebook computers, portable telephones, digital telephones, mobile phones, smart phones, internet phones, automatic answering machines, automatic telephone dialers, blueprinting machines, computer printers, image scanners, electronic book readers, computer mice, computer mouse pads, computer monitors, computer power supplies, computer screens, computer central processing units, computer speakers, computer stands, computer terminals, identification smart cards, keyboards for mobile phones, microphones for telecommunication apparatus, mobile phone chargers, audio speakers, mobile telephone batteries, telephone answering machines, earphones, telephone headsets, headphones, tape and videotape players, cd players, dvd players, dvd recorders",public,goods,CIPO_manual,-,300000181097500
9,0,"apparatus for recording, transmission or reproduction of sound, images or data, namely blank magnetic discs, magnetic encoded card readers, magnetic tape recorders, pre-recorded audio cassettes, pre-recorded audiotapes, pre-recorded video cassettes, pre-recorded videotapes, blank compact discs, blank audio digital discs, blank hard discs, blank laser discs, blank magnetic discs, blank optical discs, blank digital versatile discs, blank digital videodiscs, high definition digital discs, blank audio digital discs, blank digital audiotapes, digital disc drives, pre-recorded cds, dvds, laser discs, and optical discs containing educational information in the fields of sciences, social sciences, law, languages, math and history, compact disc players, record players for digital compact disks, video disc players, digital versatile disc player, digital audiotape players",public,goods,CIPO_manual,-,300000181097500
9,0,"data processing apparatus, namely computers",public,goods,CIPO_manual,-,300000181097500
9,0,"user interfaces, namely augmented reality displays and interfaces for electronic devices, computer interface boards, computer interface cards",public,goods,CIPO_manual,-,300000181097500
9,0,"unified user interface systems, namely computer hardware and software for enabling users to communicate with computer network interface devices",public,goods,CIPO_manual,-,300000181097500
9,0,"software applications and management systems and tools, namely, computer software for enabling software applications and software tools to manage and control computer systems",public,goods,CIPO_manual,-,300000181097500
9,0,"user authentication apparatus and instruments, namely, computer hardware and software for enabling the identification of the users of the devices",public,goods,CIPO_manual,-,300000181097500
9,0,all-in-one configurations systems and software for configuring computer servers and peripheral network devices,public,goods,CIPO_manual,-,300000181097500
9,0,"all-in-one technological apparatus and instruments, namely, computer hardware and software for providing multiple functions from a device such as photocopying, printing and scanning",public,goods,CIPO_manual,-,300000181097500
9,0,"computer software featuring collaboration tools enabling technological software operations and applications, namely, email, calendaring, and video conferencing and, cloud applications",public,goods,CIPO_manual,-,300000181097500
9,0,"computer software, namely computer software for use in cloud computing for the general storage of data and storage virtualization, augmented reality software for use in mobile devices for integrating electronic data with real world environments for the purpose of visualizing changes in the appearance of faces, body features, clothing and accessories",public,goods,CIPO_manual,-,300000181097500
9,0,"computer software, namely software development tools for the creation of augmented reality applications",public,goods,CIPO_manual,-,300000181097500
9,0,"storage and document share software and systems, namely electronic data storage and document share software and systems, namely, computer hardware and software for providing electronic data storage capabilities and document sharing",public,goods,CIPO_manual,-,300000181097500
9,0,"technological administration interface, namely computer software for enabling software applications and software tools to manage and control computer systems",public,goods,CIPO_manual,-,300000181097500
9,0,"downloadable applications for mobile phones and handheld computers to enable integrating electronic data with real world environments for the purpose of visualizing changes in the appearance of faces, body features, clothing and accessories",public,goods,CIPO_manual,-,300000181097500
9,0,3d printers,public,goods,CIPO_manual,-,300000181097500
9,0,"computer dashboards, namely visual analytic computer software used to create visual summaries and interactive digital dashboards which display and report summaries of text, images, audio, and videos that are present in social media networks, websites and global computer networks and associated analysis, extracts, annotations, corrections, converted files and translation",public,goods,CIPO_manual,-,300000181097500
9,0,computer toolkits for controlling and managing the functionality of a computer controlled system,public,goods,CIPO_manual,-,300000181097500
9,0,"audio/video cable connectors, cable connectors, connecting electrical cables, connections for electric lines, connectors for electronic circuits, electric wires and connection fittings therefor, plug-in connectors, electronic connectors for circuit boards",public,goods,CIPO_manual,-,300000181097500
